C201,25,5,3,3,Optimal,428.58,428.58,0,6.3,934,1
C202,25,5,3,3,Optimal,379.38,379.4,0,905.97,130001,7
C203,25,5,3,3,Optimal,362.82,362.84,0,478.04,36293,4
C204,25,5,3,3,Optimal,359.85,359.86,0,445.2,47169,1
C205,25,5,3,3,Optimal,409.3,409.3,0,93.3,21940,3
C206,25,5,3,3,Optimal,401.15,401.17,0,217.85,53304,3
C207,25,5,3,3,Optimal,410.32,410.34,0,378.21,57428,0
C208,25,5,3,3,Optimal,378.44,378.46,0,88.93,12180,0
R201,25,5,3,3,Optimal,540.93,540.96,0,295.9,88648,236
R202,25,5,3,3,Optimal,475.24,475.27,0,1929.12,287142,23
R203,25,5,3,3,Optimal,443.52,443.54,0,963.13,122851,27
R204,25,5,3,3,Optimal,408.51,408.53,0,65,8658,1
R205,25,5,3,3,Optimal,459.82,459.84,0,1251.28,262839,39
R206,25,5,3,3,Optimal,414.76,414.77,0,37.56,2527,1
R207,25,5,3,3,Optimal,401.22,401.22,0,22.55,972,0
R208,25,5,3,3,Optimal,401.05,401.07,0,79.54,10984,2
R209,25,5,3,3,Optimal,410.42,410.44,0,87.68,12158,118
R210,25,5,3,3,Optimal,454.29,454.32,0,474.4,82535,11
R211,25,5,3,3,Optimal,395.39,395.41,0,310.58,40362,7
RC201,25,5,3,3,Optimal,629.7,629.73,0,5678.55,764172,748
RC202,25,5,3,3,Feasible,549.47,606.92,9.46,7200.02,508209,88
RC203,25,5,3,3,Optimal,529.89,529.92,0,27.45,4710,15
RC204,25,5,3,3,Optimal,525.46,525.48,0,38.44,6451,2
RC205,25,5,3,3,Optimal,601.71,601.74,0,673.89,124611,39
RC206,25,5,3,3,Optimal,544.74,544.77,0,68.64,31386,26
RC207,25,5,3,3,Feasible,514.73,521.55,1.31,7200.15,249382,16814
RC208,25,5,3,3,Optimal,506.55,506.55,0,8.8,1398,66
