C201,35,11,4,4,Optimal,546.81 ,601.55 ,601.58 ,0.00 ,758.81 ,115893,20
C202,35,11,4,4,Feasible,483.12 ,511.18 ,545.01 ,6.21 ,7200.14 ,139448,2
C203,35,11,4,4,Feasible,473.24 ,490.27 ,513.85 ,4.59 ,7200.46 ,172000,0
C204,35,11,4,4,Feasible,473.75 ,486.61 ,509.42 ,4.48 ,7200.67 ,77372,2
C205,35,11,4,4,Feasible,498.68 ,549.90 ,587.44 ,6.39 ,7200.49 ,288021,9
C206,35,11,4,4,Feasible,483.68 ,543.36 ,559.39 ,2.87 ,7200.53 ,325767,7
C207,35,11,4,4,Feasible,518.92 ,539.75 ,556.63 ,3.03 ,7200.28 ,235405,0
C208,35,11,4,4,Feasible,480.28 ,521.86 ,532.24 ,1.95 ,7200.30 ,377746,3
R201,35,11,4,4,Feasible,616.35 ,663.28 ,725.91 ,8.63 ,7200.38 ,340793,153
R202,35,11,4,4,Feasible,548.38 ,572.74 ,621.50 ,7.85 ,7200.89 ,156877,285
R203,35,11,4,4,Feasible,487.53 ,506.69 ,570.31 ,11.15 ,7201.04 ,110565,41
R204,35,11,4,4,Feasible,474.92 ,490.93 ,505.31 ,2.85 ,7201.16 ,92992,0
R205,35,11,4,4,Feasible,526.82 ,544.04 ,595.71 ,8.67 ,7201.11 ,127090,106
R206,35,11,4,4,Feasible,503.46 ,519.98 ,582.56 ,10.74 ,7201.48 ,107776,113
R207,35,11,4,4,Feasible,481.83 ,492.85 ,518.56 ,4.96 ,7201.03 ,69220,11
R208,35,11,4,4,Feasible,471.56 ,482.60 ,507.48 ,4.90 ,7202.61 ,58279,1
R209,35,11,4,4,Feasible,488.65 ,513.61 ,542.58 ,5.34 ,7200.88 ,200590,6
R210,35,11,4,4,Feasible,506.65 ,531.88 ,574.09 ,7.35 ,7206.33 ,206776,38
R211,35,11,4,4,Feasible,462.77 ,473.06 ,504.36 ,6.21 ,7200.98 ,149215,285
RC201,35,11,4,4,Feasible,800.43 ,893.82 ,953.62 ,6.27 ,7200.92 ,168293,121
RC202,35,11,4,4,Feasible,739.46 ,792.08 ,894.16 ,11.42 ,7200.25 ,151665,175
RC203,35,11,4,4,Unknown,718.53 ,719.08 ,-,-,18.66 ,409,12
RC204,35,11,4,4,Unknown,714.62 ,714.62 ,-,-,9.48 ,1,3
RC205,35,11,4,4,Feasible,756.64 ,827.44 ,902.00 ,8.27 ,7200.15 ,408277,479
RC206,35,11,4,4,Feasible,748.54 ,796.46 ,860.14 ,7.40 ,7200.21 ,290933,43
RC207,35,11,4,4,Unknown,713.12 ,752.81 ,-,-,749.56 ,15040,177
RC208,35,11,4,4,Feasible,704.55 ,782.97 ,788.94 ,0.76 ,7200.60 ,265346,7445
